AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,CLASS
5772,281.716,109.7449,67.3297,0.7897,85.7271,0.985,5860,0.7012,1.63,0.9139,Karacadag
6636,376.587,170.3175,50.4522,0.9551,91.9196,0.9715,6831,0.4312,3.3758,0.588,Basmati
7666,410.875,189.2922,52.4871,0.9608,98.796,0.9737,7873,0.4173,3.6065,0.5706,Basmati
6582,319.966,126.8211,68.01,0.844,91.5449,0.9578,6872,0.6579,1.8647,0.8079,Arborio
6972,416.656,203.6595,44.5237,0.9758,94.218,0.9789,7122,0.8557,4.5742,0.5047,Basmati
7592,424.893,200.3375,49.5633,0.9689,98.318,0.967,7851,0.3943,4.0421,0.5285,Basmati
14713,488.37,201.3968,94.3339,0.8835,136.8692,0.9724,15131,0.7431,2.1349,0.7752,Ipsala
5646,344.18,158.0265,46.5867,0.9556,84.7863,0.977,5779,0.4239,3.3921,0.5989,Jasmine
7655,415.004,195.8223,50.4301,0.9663,98.7251,0.9773,7833,0.6567,3.883,0.5585,Basmati
6909,398.316,184.6453,49.1904,0.9639,93.7913,0.9631,7174,0.4896,3.7537,0.5472,Basmati
6944,375.657,168.0725,53.5144,0.948,94.0286,0.9701,7158,0.5363,3.1407,0.6184,Jasmine
6769,307.544,121.2172,71.4533,0.8078,92.8362,0.9864,6862,0.7331,1.6965,0.8993,Karacadag
7088,327.659,129.4222,70.7738,0.8372,94.9985,0.9731,7284,0.6559,1.8287,0.8296,Arborio
8047,359.491,143.8195,72.7725,0.8625,101.2213,0.9637,8350,0.6092,1.9763,0.7825,Arborio
6004,293.352,109.9532,70.6416,0.7663,87.433,0.9739,6165,0.7062,1.5565,0.8767,Karacadag
6455,412.541,199.3967,42.3122,0.9772,90.6574,0.9646,6692,0.3273,4.7125,0.4766,Basmati
9892,435.962,193.377,65.9124,0.9401,112.2269,0.9785,10109,0.5879,2.9338,0.654,Jasmine
14376,477.801,196.196,94.9323,0.8751,135.2926,0.9776,14705,0.7449,2.0667,0.7913,Ipsala
5160,303.034,137.121,48.5132,0.9353,81.055,0.9814,5258,0.8445,2.8265,0.7061,Jasmine
6975,411.663,195.9778,45.5871,0.9726,94.2382,0.9772,7138,0.5627,4.299,0.5172,Basmati
7244,323.372,125.3347,74.7373,0.8028,96.0383,0.9809,7385,0.7666,1.677,0.8705,Karacadag
5406,338.018,156.9906,44.4943,0.959,82.9646,0.9751,5544,0.418,3.5283,0.5946,Jasmine
5951,317.905,131.8961,58.5632,0.896,87.0462,0.9591,6205,0.6989,2.2522,0.74,Arborio
7581,327.409,125.6307,77.6556,0.7861,98.2468,0.9758,7769,0.7104,1.6178,0.8887,Arborio
6583,295.684,109.7572,76.9016,0.7135,91.5518,0.9898,6651,0.802,1.4272,0.9462,Karacadag
5144,321.572,145.8338,46.2348,0.9484,80.9293,0.97,5303,0.4673,3.1542,0.6251,Jasmine
11523,434.895,183.5871,80.9381,0.8976,121.1261,0.9784,11777,0.786,2.2682,0.7656,Ipsala
8703,355.637,140.2506,79.5739,0.8235,105.2663,0.9851,8835,0.671,1.7625,0.8647,Arborio
14193,483.709,198.1915,93.0113,0.883,134.4288,0.978,14512,0.596,2.1308,0.7623,Ipsala
6377,378.157,175.7833,47.4145,0.9629,90.108,0.9584,6654,0.4241,3.7074,0.5604,Basmati
5596,296.319,122.3166,59.2058,0.875,84.41,0.983,5693,0.8181,2.066,0.8009,Arborio
16677,530.216,218.8074,98.5638,0.8928,145.7183,0.969,17210,0.7085,2.22,0.7455,Ipsala
7008,311.5,121.575,73.8386,0.7944,94.4609,0.9883,7091,0.6737,1.6465,0.9076,Karacadag
7241,419.775,199.5881,46.5272,0.9724,96.0184,0.974,7434,0.6081,4.2897,0.5164,Basmati
5452,363.792,175.239,40.209,0.9733,83.3169,0.9629,5662,0.3824,4.3582,0.5177,Basmati
6793,328.062,133.4865,66.3566,0.8677,93.0006,0.9695,7007,0.714,2.0117,0.7932,Arborio
5082,316.766,144.1252,45.2907,0.9493,80.4401,0.9736,5220,0.4924,3.1822,0.6365,Jasmine
5960,290.88,113.0224,67.6725,0.8009,87.112,0.9788,6089,0.7002,1.6701,0.8852,Karacadag
7879,349.359,138.8958,73.5746,0.8482,100.1591,0.9713,8112,0.6322,1.8878,0.8112,Arborio
5214,332.349,151.7202,44.8772,0.9553,81.478,0.9647,5405,0.4291,3.3808,0.5932,Jasmine
8273,444.163,211.8762,50.8062,0.9708,102.6329,0.9725,8507,0.8408,4.1703,0.527,Basmati
6944,417.933,197.8566,45.8447,0.9728,94.0286,0.9734,7134,0.3495,4.3158,0.4996,Basmati
7179,424.988,206.7092,44.7155,0.9763,95.6064,0.9802,7324,0.4337,4.6228,0.4995,Basmati
11111,452.534,199.2226,72.129,0.9322,118.941,0.9771,11371,0.7046,2.762,0.6818,Jasmine
8161,436.135,200.2517,53.208,0.9641,101.9358,0.9674,8436,0.5238,3.7636,0.5392,Basmati
7842,423.986,198.0085,51.1494,0.9661,99.9237,0.9713,8074,0.5591,3.8712,0.5482,Basmati
5713,280.345,105.8827,69.7111,0.7527,85.2878,0.9833,5810,0.7061,1.5189,0.9135,Karacadag
14280,482.561,195.8028,94.5368,0.8757,134.8401,0.9708,14709,0.5868,2.0712,0.7706,Ipsala
6917,304.394,114.7259,77.0693,0.7408,93.8456,0.9869,7009,0.7286,1.4886,0.9381,Karacadag
7859,344.067,137.8291,73.3037,0.8468,100.0319,0.9754,8057,0.6387,1.8802,0.8342,Arborio
6493,298.28,113.5589,73.317,0.7637,90.9238,0.9854,6589,0.7942,1.5489,0.9171,Karacadag
9478,435.109,196.0748,62.1016,0.9485,109.8534,0.9742,9729,0.7185,3.1573,0.6291,Jasmine
13587,476.288,200.7764,87.0998,0.901,131.5276,0.9777,13897,0.6734,2.3051,0.7527,Ipsala
7308,318.617,122.9813,76.1396,0.7853,96.4616,0.9848,7421,0.7646,1.6152,0.9046,Karacadag
6682,300.945,115.4013,73.9458,0.7677,92.2377,0.9883,6761,0.7319,1.5606,0.9271,Karacadag
5270,328.896,148.4697,46.6752,0.9493,81.9144,0.9563,5511,0.5882,3.1809,0.6122,Jasmine
5176,307.584,137.1553,48.8295,0.9345,81.1806,0.9761,5303,0.6477,2.8089,0.6875,Jasmine
6365,392.087,187.538,43.6041,0.9726,90.0232,0.9759,6522,0.5862,4.3009,0.5203,Basmati
7364,335.805,136.36,70.0338,0.858,96.8305,0.9852,7475,0.6257,1.9471,0.8206,Arborio
14052,481.588,198.5618,91.1967,0.8883,133.7593,0.9805,14332,0.6686,2.1773,0.7614,Ipsala
8170,445.395,216.9146,48.817,0.9743,101.992,0.9742,8386,0.8398,4.4434,0.5175,Basmati
7723,348.671,141.8426,70.1708,0.8691,99.1626,0.9757,7915,0.6625,2.0214,0.7983,Arborio
15673,507.175,210.9908,95.7337,0.8911,141.2639,0.9816,15967,0.5907,2.2039,0.7657,Ipsala
6056,289.432,111.0796,70.0281,0.7762,87.8108,0.9831,6160,0.7232,1.5862,0.9085,Karacadag
6870,314.485,122.9646,71.9551,0.8109,93.5262,0.9806,7006,0.6539,1.7089,0.8729,Arborio
8260,446.604,214.9729,49.7473,0.9729,102.5522,0.9697,8518,0.3719,4.3213,0.5204,Basmati
5307,324.651,145.8405,47.3308,0.9459,82.2015,0.9649,5500,0.4716,3.0813,0.6327,Jasmine
5160,320.336,145.5461,46.262,0.9481,81.055,0.9703,5318,0.6677,3.1461,0.6319,Jasmine
5839,287.349,109.9099,68.4386,0.7825,86.2232,0.9807,5954,0.701,1.606,0.8886,Karacadag
6450,298.793,116.203,71.1559,0.7906,90.6223,0.9858,6543,0.779,1.6331,0.9079,Karacadag
13550,466.864,194.6559,89.0102,0.8893,131.3484,0.9845,13763,0.5918,2.1869,0.7812,Ipsala
6844,391.599,185.5578,47.7872,0.9663,93.3491,0.979,6991,0.6944,3.883,0.5608,Basmati
5618,328.69,147.8406,48.9702,0.9435,84.5758,0.9715,5783,0.59,3.019,0.6535,Jasmine
9311,377.361,152.2348,78.8508,0.8554,108.8813,0.9783,9518,0.6578,1.9307,0.8217,Arborio
7767,339.676,138.8671,71.7037,0.8564,99.4447,0.9877,7864,0.6367,1.9367,0.8459,Arborio
6492,318.776,132.8696,63.1462,0.8799,90.9168,0.9779,6639,0.6137,2.1042,0.8028,Arborio
6961,321.519,123.2159,74.2337,0.7981,94.1436,0.9734,7151,0.769,1.6598,0.8462,Arborio
7456,336.538,135.3897,70.9303,0.8518,97.4334,0.9725,7667,0.7566,1.9088,0.8273,Arborio
5409,337.545,155.369,44.9088,0.9573,82.9877,0.9652,5604,0.731,3.4597,0.5966,Jasmine
12096,459.748,196.4783,78.98,0.9156,124.1012,0.9779,12369,0.6431,2.4877,0.7191,Ipsala
15215,501.742,211.7654,92.9002,0.8986,139.1846,0.9759,15591,0.805,2.2795,0.7595,Ipsala
6053,386.776,183.8725,42.0133,0.9735,87.7891,0.9804,6174,0.7962,4.3765,0.5085,Basmati
7593,348.037,140.2,70.0761,0.8661,98.3245,0.966,7860,0.6115,2.0007,0.7877,Arborio
6163,294.757,111.6306,71.8139,0.7656,88.5832,0.9752,6320,0.7178,1.5544,0.8914,Arborio
6464,302.135,116.7453,70.8296,0.7949,90.7206,0.9828,6577,0.7269,1.6483,0.8898,Karacadag
13121,454.934,189.6803,88.8788,0.8834,129.2524,0.9828,13350,0.7164,2.1341,0.7967,Ipsala
7220,410.087,191.0206,49.2789,0.9662,95.879,0.9677,7461,0.445,3.8763,0.5395,Basmati
7198,324.696,124.823,75.0398,0.7991,95.7328,0.9701,7420,0.6999,1.6634,0.858,Karacadag
7119,405.294,193.5162,48.3645,0.9683,95.2061,0.9648,7379,0.8143,4.0012,0.5446,Basmati
8368,358.727,142.0117,76.5834,0.8421,103.2205,0.9703,8624,0.77,1.8543,0.8172,Arborio
7793,471.848,230.1429,43.6618,0.9818,99.611,0.97,8034,0.3555,5.271,0.4399,Basmati
8973,463.61,217.5573,52.936,0.9699,106.8868,0.9719,9232,0.3702,4.1098,0.5246,Basmati
7000,313.2,123.9902,72.182,0.8131,94.407,0.9851,7106,0.7754,1.7177,0.8967,Karacadag
5733,328.593,144.7443,51.7306,0.934,85.437,0.9635,5950,0.5096,2.798,0.6672,Jasmine
5156,309.556,141.3702,47.0097,0.9431,81.0236,0.9808,5257,0.4952,3.0073,0.6762,Jasmine
5145,318.739,146.4599,45.8415,0.9498,80.9371,0.9689,5310,0.8426,3.1949,0.6364,Jasmine
7614,335.102,135.8432,71.8033,0.8489,98.4604,0.9797,7772,0.6532,1.8919,0.8521,Arborio
5340,321.527,141.6813,49.0696,0.9381,82.4566,0.9553,5590,0.5949,2.8874,0.6491,Jasmine
5206,319.715,141.9345,47.9974,0.9411,81.4155,0.9609,5418,0.7203,2.9571,0.64,Jasmine
8799,371.595,150.996,75.3526,0.8666,105.8453,0.9728,9045,0.7568,2.0039,0.8008,Arborio
13595,476.026,204.123,85.8397,0.9073,131.5663,0.9866,13779,0.6116,2.378,0.7539,Ipsala
8008,437.562,212.8044,48.4588,0.9737,100.9758,0.9787,8182,0.3889,4.3915,0.5256,Basmati
8160,362.557,150.9163,69.5043,0.8876,101.9296,0.9734,8383,0.6816,2.1713,0.7801,Arborio
15749,493.789,198.9527,101.9962,0.8586,141.606,0.9789,16088,0.6675,1.9506,0.8117,Ipsala
13768,465.173,191.1059,93.1842,0.8731,132.4008,0.9795,14056,0.7629,2.0508,0.7996,Ipsala
8069,459.232,222.6592,47.3196,0.9772,101.3596,0.9667,8347,0.5732,4.7054,0.4808,Basmati
5904,325.022,140.5706,54.1116,0.9229,86.7018,0.9739,6062,0.5161,2.5978,0.7023,Jasmine
14612,497.674,205.2522,92.9918,0.8915,136.3986,0.9676,15101,0.7093,2.2072,0.7414,Ipsala
6416,295.445,112.8893,72.7788,0.7644,90.3831,0.9859,6508,0.7138,1.5511,0.9237,Karacadag
14742,489.768,203.6485,93.2621,0.889,137.004,0.979,15058,0.7335,2.1836,0.7723,Ipsala
5460,316.111,141.1472,50.1843,0.9347,83.378,0.9727,5613,0.5879,2.8126,0.6866,Jasmine
6977,310.075,117.7045,76.5612,0.7595,94.2517,0.9857,7078,0.778,1.5374,0.9119,Karacadag
7218,321.388,127.1666,73.2076,0.8177,95.8658,0.9836,7338,0.6868,1.7371,0.8781,Arborio
8044,430.502,201.8253,52.5137,0.9656,101.2025,0.9631,8352,0.5911,3.8433,0.5454,Basmati
6039,286.504,108.8981,71.1578,0.757,87.6875,0.9789,6169,0.7556,1.5304,0.9245,Karacadag
6396,301.796,113.9399,72.7587,0.7696,90.2421,0.9716,6583,0.7382,1.566,0.8825,Karacadag
5223,324.884,149.6824,45.4108,0.9529,81.5483,0.9701,5384,0.7112,3.2962,0.6218,Jasmine
15560,491.494,200.0556,100.1599,0.8656,140.7537,0.9832,15826,0.6258,1.9974,0.8094,Ipsala
14654,495.43,204.0706,93.7124,0.8883,136.5945,0.9699,15108,0.5836,2.1776,0.7502,Ipsala
5069,326.767,149.5083,44.2259,0.9552,80.3371,0.9756,5196,0.4339,3.3806,0.5966,Jasmine
9053,373.458,149.3642,78.1367,0.8523,107.3622,0.9781,9256,0.6421,1.9116,0.8157,Arborio
6921,416,201.6144,44.1555,0.9757,93.8727,0.9795,7066,0.3418,4.566,0.5026,Basmati
15562,499.504,204.7511,97.7994,0.8786,140.7628,0.9814,15857,0.6332,2.0936,0.7838,Ipsala
5860,289.987,107.0153,71.0766,0.7476,86.3781,0.9602,6103,0.672,1.5056,0.8757,Karacadag
6632,310.522,127.4411,66.4924,0.8531,91.8919,0.9862,6725,0.6746,1.9166,0.8643,Arborio
13870,470.214,193.5635,92.3881,0.8787,132.8903,0.9766,14203,0.5956,2.0951,0.7883,Ipsala
7652,341.516,135.7997,72.6712,0.8448,98.7058,0.9679,7906,0.7502,1.8687,0.8244,Arborio
5905,335.414,148.6506,51.2628,0.9387,86.7092,0.9664,6110,0.563,2.8998,0.6596,Jasmine
9583,434.902,196.2045,63.528,0.9461,110.4602,0.9761,9818,0.6816,3.0885,0.6367,Jasmine
7944,440.759,210.3569,48.9256,0.9726,100.5714,0.9702,8188,0.4448,4.2995,0.5139,Basmati
6277,299.116,117.1955,68.7854,0.8096,89.3987,0.9814,6396,0.7451,1.7038,0.8816,Karacadag
14422,482.889,200.4521,92.2092,0.8879,135.5089,0.9815,14694,0.6356,2.1739,0.7772,Ipsala
5585,329.267,149.6514,48.2546,0.9466,84.327,0.9786,5707,0.6974,3.1013,0.6473,Jasmine
6529,306.336,117.8812,71.971,0.792,91.1756,0.973,6710,0.758,1.6379,0.8743,Karacadag
6551,300.292,112.2672,75.2032,0.7425,91.329,0.9814,6675,0.6925,1.4929,0.9129,Karacadag
8301,361.036,148.039,72.2192,0.8729,102.8064,0.9764,8502,0.6399,2.0499,0.8003,Arborio
12278,443.43,186.5226,84.4306,0.8917,125.0313,0.9796,12534,0.7717,2.2092,0.7847,Ipsala
7682,353.569,145.8356,68.1035,0.8843,98.8991,0.975,7879,0.5853,2.1414,0.7722,Arborio
7973,433.785,204.4642,50.587,0.9689,100.7548,0.9697,8222,0.5956,4.0418,0.5325,Basmati
5883,285.008,113.2057,66.4243,0.8098,86.5475,0.9876,5957,0.691,1.7043,0.9101,Karacadag
7663,422.349,197.0724,50.4781,0.9666,98.7767,0.9706,7895,0.4811,3.9041,0.5398,Basmati
9041,462.939,220.4883,53.8263,0.9697,107.291,0.96,9418,0.4833,4.0963,0.5301,Basmati
8380,365.212,142.703,76.2749,0.8452,103.2945,0.9628,8704,0.6372,1.8709,0.7895,Arborio
7381,335.35,136.4832,69.2909,0.8615,96.9422,0.9777,7549,0.6125,1.9697,0.8248,Arborio
5126,308.907,137.9266,47.9955,0.9375,80.7875,0.9764,5250,0.7218,2.8737,0.675,Jasmine
7028,337.077,141.0032,64.1021,0.8907,94.5956,0.973,7223,0.6541,2.1997,0.7773,Arborio
8708,471.432,227.9095,50.1099,0.9755,105.2966,0.9671,9004,0.5144,4.5482,0.4924,Basmati
11038,468.066,210.6779,68.0516,0.9464,118.5496,0.9787,11278,0.4691,3.0959,0.6331,Jasmine
5120,321.063,145.1873,46.0449,0.9484,80.7402,0.9581,5344,0.7411,3.1532,0.6242,Jasmine
14305,472.839,193.3752,94.887,0.8713,134.9581,0.9852,14520,0.7074,2.038,0.804,Ipsala
6014,337.91,152.1145,51.0288,0.9421,87.5058,0.9777,6151,0.7306,2.981,0.6619,Jasmine
6329,384.024,182.5076,44.504,0.9698,89.7682,0.9791,6464,0.3783,4.1009,0.5393,Basmati
6163,297.95,119.7425,65.8701,0.8351,88.5832,0.9845,6260,0.7254,1.8179,0.8724,Karacadag
6202,293.864,110.0789,72.5253,0.7523,88.863,0.9787,6337,0.7362,1.5178,0.9025,Karacadag
8157,355.816,142.3143,74.3901,0.8525,101.9108,0.9735,8379,0.7501,1.9131,0.8096,Arborio
7308,317.561,123.3681,76.1287,0.7869,96.4616,0.9872,7403,0.6774,1.6205,0.9107,Karacadag
9128,419.177,189.0813,62.2695,0.9442,107.806,0.9834,9282,0.4865,3.0365,0.6528,Jasmine
5168,317.944,142.5775,46.9915,0.9441,81.1178,0.9755,5298,0.4603,3.0341,0.6424,Jasmine
7002,333.81,141.7813,63.4628,0.8942,94.4205,0.9815,7134,0.6343,2.2341,0.7896,Arborio
5203,318.994,142.2036,47.5109,0.9425,81.392,0.9733,5346,0.4687,2.9931,0.6425,Jasmine
9629,413.977,181.9875,68.2129,0.9271,110.725,0.9792,9834,0.5205,2.6679,0.7061,Jasmine
7755,339.462,136.226,73.482,0.842,99.3679,0.9881,7848,0.6469,1.8539,0.8457,Arborio
14558,498.816,209.6505,89.6524,0.904,136.1463,0.9714,14986,0.6346,2.3385,0.7352,Ipsala
7170,323.223,130.2672,70.6226,0.8403,95.5465,0.9827,7296,0.794,1.8446,0.8624,Karacadag
8083,456.901,218.2444,48.5406,0.975,101.4475,0.9621,8401,0.4676,4.4961,0.4866,Basmati
8583,452.462,211.0149,53.1708,0.9677,104.5381,0.9741,8811,0.3692,3.9686,0.5268,Basmati
8306,356.628,143.2177,74.8326,0.8526,102.8374,0.969,8572,0.6405,1.9138,0.8207,Arborio
7540,329.508,131.8624,73.4388,0.8306,97.9807,0.9823,7676,0.7812,1.7955,0.8727,Arborio
17060,528.538,217.5805,101.9362,0.8835,147.382,0.9785,17435,0.782,2.1345,0.7674,Ipsala
7133,397.15,183.187,50.5412,0.9612,95.2996,0.9778,7295,0.4939,3.6245,0.5683,Basmati
6780,301.433,113.2235,76.8128,0.7347,92.9116,0.9873,6867,0.7213,1.474,0.9377,Karacadag
7116,307.304,116.7106,77.9377,0.7444,95.186,0.99,7188,0.7542,1.4975,0.9469,Karacadag
5359,310.682,139.093,50.0169,0.9331,82.6032,0.9792,5473,0.5022,2.7809,0.6977,Jasmine
8410,358.114,145.5798,74.2264,0.8603,103.4792,0.9753,8623,0.7692,1.9613,0.8241,Arborio
5149,319.228,143.9169,46.3249,0.9468,80.9686,0.9715,5300,0.6735,3.1067,0.6349,Jasmine
5967,339.384,154.2591,50.3241,0.9453,87.1632,0.9682,6163,0.5118,3.0653,0.651,Basmati
5192,326.945,149.849,44.7268,0.9544,81.306,0.9743,5329,0.507,3.3503,0.6104,Jasmine
12417,447.664,187.7507,85.063,0.8915,125.7371,0.9867,12585,0.8141,2.2072,0.7786,Ipsala
7015,388.622,177.381,51.6676,0.9566,94.5081,0.9676,7250,0.4249,3.4331,0.5837,Basmati
7073,406.613,192.3845,48.0678,0.9683,94.898,0.9632,7343,0.4235,4.0024,0.5376,Basmati
5094,312.76,140.0807,47.5384,0.9407,80.535,0.9768,5215,0.4714,2.9467,0.6544,Jasmine
7809,430.526,204.2191,49.3316,0.9704,99.7132,0.9772,7991,0.8134,4.1397,0.5294,Basmati
8181,355.874,140.5084,75.2512,0.8445,102.0606,0.97,8434,0.7163,1.8672,0.8118,Arborio
17265,528.545,219.9833,101.5269,0.8871,148.2649,0.979,17635,0.577,2.1667,0.7766,Ipsala
8198,359.291,143.3365,73.8657,0.857,102.1666,0.9654,8492,0.6267,1.9405,0.798,Arborio
8016,352.078,143.974,71.7418,0.867,101.0262,0.9757,8216,0.7895,2.0068,0.8126,Arborio
5576,337.132,155.9998,45.9931,0.9556,84.259,0.9733,5729,0.4331,3.3918,0.6165,Jasmine
10739,419.256,175.1925,79.3756,0.8915,116.933,0.9835,10919,0.7015,2.2071,0.7677,Ipsala
6904,317.924,127.5191,69.7228,0.8373,93.7574,0.981,7038,0.6904,1.8289,0.8583,Arborio
13904,473.827,192.9345,94.1321,0.8729,133.0531,0.9751,14259,0.5974,2.0496,0.7782,Ipsala
14835,485.745,201.852,94.7461,0.883,137.4355,0.9851,15060,0.6088,2.1305,0.7901,Ipsala
7865,413.87,192.4479,53.4452,0.9607,100.0701,0.9698,8110,0.8132,3.6008,0.577,Basmati
10575,479.786,219.0095,63.6104,0.9569,116.0367,0.9642,10968,0.4183,3.443,0.5773,Jasmine
10922,409.583,163.5035,86.2611,0.8495,117.9251,0.9777,11171,0.6359,1.8954,0.8181,Ipsala
5359,315.95,140.7645,49.2432,0.9368,82.6032,0.9707,5521,0.4933,2.8586,0.6746,Jasmine
13867,480.868,201.4753,88.7724,0.8977,132.8759,0.9771,14192,0.5592,2.2696,0.7536,Ipsala
7885,426.227,200.5879,51.2267,0.9668,100.1973,0.9671,8153,0.6318,3.9157,0.5454,Basmati
7837,347.102,139.9776,72.0463,0.8574,99.8918,0.9761,8029,0.6312,1.9429,0.8174,Arborio
7142,328.301,136.8489,67.179,0.8712,95.3597,0.9881,7228,0.8139,2.0371,0.8327,Arborio
11059,419.801,179.5781,78.7193,0.8988,118.6624,0.9849,11228,0.7945,2.2812,0.7886,Ipsala
8378,367.199,150.685,71.7233,0.8795,103.2821,0.9746,8596,0.5927,2.1009,0.7808,Arborio
7388,340.582,143.517,65.9472,0.8882,96.9881,0.9824,7520,0.7948,2.1762,0.8004,Arborio
14092,468.757,187.5863,97.2722,0.855,133.9496,0.9755,14446,0.623,1.9285,0.8059,Ipsala
5906,287.58,108.7133,70.1115,0.7642,86.7165,0.972,6076,0.7079,1.5506,0.8974,Karacadag
7933,346.198,141.0333,72.1264,0.8593,100.5018,0.9821,8078,0.7149,1.9554,0.8318,Arborio
7474,340.31,133.6406,72.5742,0.8397,97.551,0.9705,7701,0.6697,1.8414,0.811,Arborio
6070,308.597,123.6628,63.7914,0.8567,87.9123,0.9696,6260,0.6009,1.9386,0.801,Arborio
7711,341.139,137.744,72.2395,0.8514,99.0856,0.9764,7897,0.6218,1.9068,0.8326,Arborio
6790,365.827,162.0489,54.062,0.9427,92.9801,0.9718,6987,0.4748,2.9975,0.6376,Basmati
7218,407.693,190.094,49.7173,0.9652,95.8658,0.9689,7450,0.3931,3.8235,0.5457,Basmati
8928,412.523,183.5694,63.4358,0.9384,106.6184,0.9714,9191,0.7873,2.8938,0.6593,Jasmine
6780,309.463,122.2063,71.2916,0.8122,92.9116,0.9853,6881,0.7004,1.7142,0.8897,Karacadag
6475,299.101,114.1817,72.7072,0.7711,90.7977,0.9833,6585,0.6962,1.5704,0.9095,Karacadag
5138,318.219,144.0886,46.4626,0.9466,80.882,0.9731,5280,0.6086,3.1012,0.6376,Jasmine
5814,297.37,124.018,60.2615,0.874,86.0385,0.9851,5902,0.7943,2.058,0.8262,Arborio
7081,322.24,127.632,71.0509,0.8307,94.9516,0.982,7211,0.6783,1.7963,0.8569,Karacadag
7292,340.569,136.8016,68.9203,0.8638,96.3559,0.978,7456,0.6252,1.9849,0.79,Arborio
8806,370.148,147.723,77.0258,0.8533,105.8874,0.9631,9143,0.7388,1.9178,0.8077,Arborio
5282,310.024,137.1433,49.6509,0.9322,82.0076,0.978,5401,0.6021,2.7622,0.6906,Jasmine
7000,313.796,115.932,77.7371,0.7419,94.407,0.974,7187,0.7099,1.4913,0.8933,Karacadag
5631,279.931,110.1812,65.5234,0.804,84.6736,0.9882,5698,0.6803,1.6816,0.903,Karacadag
6524,369.894,165.467,52.8336,0.9477,91.1406,0.9443,6909,0.464,3.1319,0.5992,Basmati
7764,354.732,144.5287,69.1575,0.8781,99.4255,0.9764,7952,0.6828,2.0898,0.7753,Arborio
14869,498.476,212.8692,89.776,0.9067,137.5929,0.9809,15159,0.6944,2.3711,0.752,Ipsala
6258,312.086,127.0524,63.3214,0.867,89.2633,0.9755,6415,0.6187,2.0065,0.8074,Arborio
7268,330.669,133.6942,69.9247,0.8523,96.1972,0.9768,7441,0.6389,1.912,0.8353,Arborio
5826,281.585,103.515,72.7586,0.7113,86.1272,0.9751,5975,0.725,1.4227,0.9233,Karacadag
7265,311.976,115.393,80.4725,0.7167,96.1774,0.9852,7374,0.7564,1.4339,0.938,Karacadag
7344,319.08,123.6658,75.8348,0.7899,96.6989,0.9859,7449,0.7818,1.6307,0.9064,Karacadag
14441,482.048,199.5433,93.7253,0.8828,135.5981,0.9796,14742,0.5991,2.129,0.781,Ipsala
5374,326.96,148.7763,46.619,0.9496,82.7187,0.9755,5509,0.6664,3.1913,0.6317,Jasmine
7942,345.728,141.2174,72.0376,0.8601,100.5588,0.9833,8077,0.6762,1.9603,0.835,Arborio
17285,536.405,221.6816,101.4412,0.8892,148.3508,0.9748,17732,0.6343,2.1853,0.7549,Ipsala
7622,327.97,123.9423,78.8607,0.7715,98.5121,0.9834,7751,0.7189,1.5717,0.8905,Karacadag
8583,483.334,234.6465,47.4725,0.9793,104.5381,0.9739,8813,0.3266,4.9428,0.4617,Basmati
8400,404.766,182.7871,59.0953,0.9463,103.4177,0.9766,8601,0.4589,3.0931,0.6443,Basmati
6336,295.246,114.0329,71.128,0.7816,89.8178,0.9832,6444,0.7266,1.6032,0.9134,Karacadag
7459,342.469,138.7391,69.3383,0.8662,97.453,0.9693,7695,0.6303,2.0009,0.7992,Arborio
15559,496.778,205.7133,97.4525,0.8807,140.7492,0.9841,15811,0.5951,2.1109,0.7923,Ipsala
7188,408.655,192.9348,48.5965,0.9678,95.6663,0.9814,7324,0.383,3.9701,0.5409,Basmati
6431,302.068,118.4199,69.6686,0.8086,90.4887,0.9821,6548,0.8015,1.6998,0.8857,Karacadag
7380,342.834,138.1849,69.1416,0.8658,96.9356,0.9629,7664,0.6099,1.9986,0.789,Arborio
6710,302.904,117.7565,72.928,0.7851,92.4307,0.9875,6795,0.7372,1.6147,0.919,Karacadag
7530,344.006,139.5589,69.8381,0.8658,97.9157,0.9736,7734,0.7086,1.9983,0.7996,Arborio
5655,335.734,153.8276,47.5572,0.951,84.8538,0.978,5782,0.7854,3.2346,0.6305,Jasmine
14844,482.087,191.6501,100.4654,0.8516,137.4772,0.9704,15296,0.6309,1.9076,0.8026,Ipsala
8187,360.033,145.8761,72.4228,0.8681,102.0981,0.9733,8412,0.7581,2.0142,0.7937,Arborio
6099,288.018,108.9827,71.692,0.7532,88.122,0.9871,6179,0.731,1.5202,0.9239,Karacadag
14814,470.261,184.169,104.2438,0.8244,137.3382,0.9834,15064,0.6881,1.7667,0.8418,Ipsala
11449,426.242,179.5562,81.6479,0.8906,120.7366,0.9862,11609,0.5866,2.1992,0.7919,Ipsala
14602,491.563,201.7518,93.9915,0.8848,136.3519,0.9661,15115,0.6424,2.1465,0.7594,Ipsala
5101,329.284,150.4485,44.1917,0.9559,80.5903,0.9707,5255,0.6352,3.4045,0.5912,Jasmine
8117,436.431,207.7424,50.072,0.9705,101.6606,0.9813,8272,0.6153,4.1489,0.5355,Basmati
9274,444.222,203.6105,60.3391,0.9551,108.6647,0.9575,9686,0.7242,3.3744,0.5906,Jasmine
